group,district_key,breakpoint,first_5g_yearmonth,relative_month,class
controls_used,CAJAMARCA|CAJAMARCA|CAJAMARCA,202411,,,never
controls_used,AMAZONAS|CHACHAPOYAS|CHACHAPOYAS,202411,,,never
controls_used,AYACUCHO|HUAMANGA|AYACUCHO,202411,,,never
controls_used,CAJAMARCA|CAJABAMBA|CAJABAMBA,202410,,,never
controls_used,CAJAMARCA|HUALGAYOC|BAMBAMARCA,202411,,,never
controls_used,AYACUCHO|HUANTA|HUANTA,202411,,,never
controls_used,CAJAMARCA|CUTERVO|CUTERVO,202411,,,never
controls_used,AYACUCHO|HUAMANGA|SAN JUAN BAUTISTA,202411,,,never
controls_used,CUSCO|URUBAMBA|URUBAMBA,202411,,,never
controls_used,APURIMAC|ABANCAY|TAMBURCO,202410,,,never
controls_used,CAJAMARCA|CAJAMARCA|LOS BAÑOS DEL INCA,202410,,,never
controls_used,AYACUCHO|HUAMANGA|SAN JUAN BAUTISTA,202410,,,never
controls_used,HUANUCO|HUANUCO|HUANUCO,202410,,,never
controls_used,HUANUCO|HUANUCO|AMARILIS,202410,,,never
controls_used,AMAZONAS|CHACHAPOYAS|CHACHAPOYAS,202410,,,never
controls_used,AREQUIPA|AREQUIPA|LA JOYA,202410,,,never
controls_used,ANCASH|HUAYLAS|CARAZ,202410,,,never
controls_used,MOQUEGUA|MARISCAL NIETO|MOQUEGUA,202410,,,never
controls_used,CAJAMARCA|SANTA CRUZ|SANTA CRUZ,202410,,,never
controls_used,AREQUIPA|CAYLLOMA|MAJES,202410,,,never
controls_used,CUSCO|URUBAMBA|MACHUPICCHU,202410,,,never
controls_used,CUSCO|URUBAMBA|URUBAMBA,202410,,,never
controls_used,JUNIN|TARMA|ACOBAMBA,202410,,,never
controls_used,HUANUCO|HUANUCO|AMARILIS,202411,,,never
controls_used,HUANUCO|HUANUCO|HUANUCO,202411,,,never
controls_used,CUSCO|URUBAMBA|URUBAMBA,202505,,,never
controls_used,CAJAMARCA|CAJABAMBA|CAJABAMBA,202505,,,never
controls_used,LA LIBERTAD|OTUZCO|OTUZCO,202505,,,never
controls_used,AYACUCHO|HUAMANGA|SAN JUAN BAUTISTA,202505,,,never
controls_used,ANCASH|HUARI|SAN MARCOS,202505,,,never
controls_used,LIMA|LIMA|MIRAFLORES,202602,202512.0,-2.0,5g_before_bp
controls_used,LIMA|LIMA|SURQUILLO,202602,202509.0,-5.0,5g_before_bp
controls_used,LIMA|LIMA|CIENEGUILLA,202602,,,never
controls_used,LIMA|LIMA|SAN BORJA,202602,202403.0,-23.0,5g_before_bp
controls_used,LIMA|LIMA|LA MOLINA,202602,202604.0,2.0,5g_in_post_window
controls_used,LA LIBERTAD|SANCHEZ CARRION|HUAMACHUCO,202509,,,never
controls_used,HUANCAVELICA|HUANCAVELICA|HUANCAVELICA,202509,,,never
controls_used,CUSCO|CANCHIS|SICUANI,202509,,,never
controls_used,JUNIN|TARMA|TARMA,202509,,,never
controls_used,CUSCO|CALCA|CALCA,202509,,,never
controls_used,ANCASH|HUARAZ|INDEPENDENCIA,202509,,,never
controls_used,ANCASH|HUARAZ|HUARAZ,202509,,,never
controls_used,AYACUCHO|HUAMANGA|SAN JUAN BAUTISTA,202509,,,never
controls_used,JUNIN|YAULI|LA OROYA,202602,,,never
controls_used,ANCASH|HUARAZ|INDEPENDENCIA,202602,,,never
controls_used,PASCO|PASCO|HUAYLLAY,202602,,,never
controls_used,ANCASH|HUARAZ|HUARAZ,202602,,,never
controls_used,JUNIN|YAULI|YAULI,202602,,,never
controls_used,TACNA|TACNA|TACNA,202510,,,never
controls_used,PIURA|MORROPON|CHULUCANAS,202510,,,never
controls_used,PIURA|PIURA|TAMBO GRANDE,202510,,,never
controls_used,LIMA|HUAURA|HUACHO,202510,,,never
controls_used,LIMA|LIMA|VILLA EL SALVADOR,202510,,,never
controls_used,ICA|ICA|SANTIAGO,202508,,,never
controls_used,TACNA|TACNA|CIUDAD NUEVA,202508,,,never
controls_used,LIMA|CAÑETE|IMPERIAL,202508,,,never
controls_used,LA LIBERTAD|VIRU|CHAO,202508,,,never
controls_used,LIMA|CAÑETE|SAN VICENTE DE CAÑETE,202508,,,never
controls_used,TACNA|TACNA|CIUDAD NUEVA,202510,,,never
controls_used,ICA|ICA|SANTIAGO,202510,,,never
controls_used,LIMA|CAÑETE|SAN VICENTE DE CAÑETE,202510,,,never
controls_used,PIURA|PAITA|PAITA,202510,,,never
controls_used,ICA|ICA|SANTIAGO,202507,,,never
controls_used,LIMA|CAÑETE|IMPERIAL,202507,,,never
controls_used,LA LIBERTAD|VIRU|CHAO,202507,,,never
controls_used,TACNA|TACNA|CIUDAD NUEVA,202507,,,never
controls_used,ICA|PISCO|SAN CLEMENTE,202507,,,never
controls_used,LIMA|LIMA|SAN BORJA,202406,202403.0,-3.0,5g_before_bp
controls_used,CALLAO|CALLAO|CARMEN DE LA LEGUA REYNOSO,202406,,,never
controls_used,LIMA|LIMA|PUEBLO LIBRE,202406,202603.0,21.0,5g_after_window
controls_used,LIMA|LIMA|SURQUILLO,202406,202509.0,15.0,5g_after_window
controls_used,LIMA|LIMA|MIRAFLORES,202406,202512.0,18.0,5g_after_window
controls_used,LA LIBERTAD|ASCOPE|CHOCOPE,202406,,,never
