department,province,district,yearmonth,category
Lambayeque,Chiclayo,Jose Leonardo Ortiz,202511,empty_field
Lambayeque,Chiclayo,Jose Leonardo Ortiz,202512,empty_field
Lambayeque,Chiclayo,Jose Leonardo Ortiz,202601,empty_field
Lambayeque,Chiclayo,Jose Leonardo Ortiz,202602,empty_field
Lambayeque,Chiclayo,Jose Leonardo Ortiz,202603,empty_field
Lambayeque,Chiclayo,Jose Leonardo Ortiz,202604,empty_field
Lambayeque,Chiclayo,Jose Leonardo Ortiz,202605,empty_field
Lambayeque,Chiclayo,La Victoria,202412,empty_field
Lambayeque,Chiclayo,La Victoria,202501,empty_field
Lambayeque,Chiclayo,La Victoria,202502,empty_field
Lambayeque,Chiclayo,La Victoria,202503,empty_field
Lambayeque,Chiclayo,La Victoria,202504,empty_field
Lambayeque,Chiclayo,La Victoria,202505,empty_field
Lambayeque,Chiclayo,La Victoria,202506,empty_field
Lambayeque,Chiclayo,La Victoria,202507,empty_field
Lambayeque,Chiclayo,La Victoria,202508,empty_field
Lambayeque,Chiclayo,La Victoria,202509,empty_field
Lambayeque,Chiclayo,La Victoria,202510,empty_field
Lambayeque,Chiclayo,La Victoria,202511,empty_field
Lambayeque,Chiclayo,La Victoria,202512,empty_field
Lambayeque,Chiclayo,La Victoria,202601,empty_field
Lambayeque,Chiclayo,La Victoria,202602,empty_field
Lambayeque,Chiclayo,La Victoria,202603,empty_field
Lambayeque,Chiclayo,La Victoria,202604,empty_field
Lambayeque,Chiclayo,La Victoria,202605,empty_field
Lambayeque,Chiclayo,Pimentel,202412,empty_field
Lambayeque,Chiclayo,Pimentel,202501,empty_field
Lambayeque,Chiclayo,Pimentel,202502,empty_field
Lambayeque,Chiclayo,Pimentel,202503,empty_field
Lambayeque,Chiclayo,Pimentel,202504,empty_field
Lambayeque,Chiclayo,Pimentel,202505,empty_field
Lambayeque,Chiclayo,Pimentel,202506,empty_field
Lambayeque,Chiclayo,Pimentel,202507,empty_field
Lambayeque,Chiclayo,Pimentel,202508,empty_field
Lambayeque,Chiclayo,Pimentel,202509,empty_field
Lambayeque,Chiclayo,Pimentel,202510,empty_field
Lambayeque,Chiclayo,Pimentel,202511,empty_field
Lambayeque,Chiclayo,Pimentel,202512,empty_field
Lambayeque,Chiclayo,Pimentel,202601,empty_field
Lambayeque,Chiclayo,Pimentel,202602,empty_field
Lambayeque,Chiclayo,Pimentel,202603,empty_field
Lambayeque,Chiclayo,Pimentel,202604,empty_field
Lambayeque,Chiclayo,Pimentel,202605,empty_field
Piura,Piura,Castilla,202412,empty_field
Piura,Piura,Castilla,202501,empty_field
Piura,Piura,Castilla,202502,empty_field
Piura,Piura,Castilla,202503,empty_field
Piura,Piura,Castilla,202504,empty_field
Piura,Piura,Castilla,202505,empty_field
Piura,Piura,Castilla,202506,empty_field
Piura,Piura,Castilla,202507,empty_field
Piura,Piura,Castilla,202508,empty_field
Piura,Piura,Castilla,202509,empty_field
Piura,Piura,Castilla,202510,empty_field
Piura,Piura,Castilla,202511,empty_field
Piura,Piura,Castilla,202512,empty_field
Piura,Piura,Castilla,202601,empty_field
Piura,Piura,Castilla,202602,empty_field
Piura,Piura,Castilla,202603,empty_field
Piura,Piura,Castilla,202604,empty_field
Piura,Piura,Castilla,202605,empty_field
Piura,Piura,Veintiseis De Octubre,202412,empty_field
Piura,Piura,Veintiseis De Octubre,202501,empty_field
Piura,Piura,Veintiseis De Octubre,202502,empty_field
Piura,Piura,Veintiseis De Octubre,202503,empty_field
Piura,Piura,Veintiseis De Octubre,202504,empty_field
Piura,Piura,Veintiseis De Octubre,202505,empty_field
Piura,Piura,Veintiseis De Octubre,202506,empty_field
Piura,Piura,Veintiseis De Octubre,202507,empty_field
Piura,Piura,Veintiseis De Octubre,202508,empty_field
Piura,Piura,Veintiseis De Octubre,202509,empty_field
Piura,Piura,Veintiseis De Octubre,202510,empty_field
Piura,Piura,Veintiseis De Octubre,202511,empty_field
Piura,Piura,Veintiseis De Octubre,202512,empty_field
Piura,Piura,Veintiseis De Octubre,202601,empty_field
Piura,Piura,Veintiseis De Octubre,202602,empty_field
Piura,Piura,Veintiseis De Octubre,202603,empty_field
Piura,Piura,Veintiseis De Octubre,202604,empty_field
Piura,Piura,Veintiseis De Octubre,202605,empty_field
Tacna,Candarave,Camilaca,202412,empty_field
Tacna,Candarave,Camilaca,202501,empty_field
Tacna,Candarave,Camilaca,202502,empty_field
Tacna,Candarave,Camilaca,202503,empty_field
Tacna,Candarave,Camilaca,202504,empty_field
Tacna,Candarave,Camilaca,202505,empty_field
Tacna,Candarave,Camilaca,202506,empty_field
Tacna,Candarave,Camilaca,202507,empty_field
Tacna,Candarave,Camilaca,202508,empty_field
Tacna,Candarave,Camilaca,202509,empty_field
Tacna,Candarave,Camilaca,202510,empty_field
Tacna,Candarave,Camilaca,202511,empty_field
Tacna,Candarave,Camilaca,202512,empty_field
Tacna,Candarave,Camilaca,202601,empty_field
Tacna,Candarave,Camilaca,202602,empty_field
Tacna,Candarave,Camilaca,202603,empty_field
Tacna,Candarave,Camilaca,202604,empty_field
Tacna,Candarave,Camilaca,202605,empty_field
Junin,Huancayo,Chilca,202501,empty_field
Junin,Huancayo,Chilca,202502,empty_field
Junin,Huancayo,Chilca,202503,empty_field
Junin,Huancayo,Chilca,202504,empty_field
Junin,Huancayo,Chilca,202505,empty_field
Junin,Huancayo,Chilca,202506,empty_field
Junin,Huancayo,Chilca,202507,empty_field
Junin,Huancayo,Chilca,202508,empty_field
Junin,Huancayo,Chilca,202509,empty_field
Junin,Huancayo,Chilca,202510,empty_field
Junin,Huancayo,Chilca,202511,empty_field
Junin,Huancayo,Chilca,202512,empty_field
Junin,Huancayo,Chilca,202601,empty_field
Junin,Huancayo,Chilca,202602,empty_field
Junin,Huancayo,Chilca,202603,empty_field
Junin,Huancayo,Chilca,202604,empty_field
Junin,Huancayo,Chilca,202605,empty_field
Junin,Huancayo,El Tambo,202501,empty_field
Junin,Huancayo,El Tambo,202502,empty_field
Junin,Huancayo,El Tambo,202503,empty_field
Junin,Huancayo,El Tambo,202504,empty_field
Junin,Huancayo,El Tambo,202505,empty_field
Junin,Huancayo,El Tambo,202506,empty_field
Junin,Huancayo,El Tambo,202507,empty_field
Junin,Huancayo,El Tambo,202508,empty_field
Junin,Huancayo,El Tambo,202509,empty_field
Junin,Huancayo,El Tambo,202510,empty_field
Junin,Huancayo,El Tambo,202511,empty_field
Junin,Huancayo,El Tambo,202512,empty_field
Junin,Huancayo,El Tambo,202601,empty_field
Junin,Huancayo,El Tambo,202602,empty_field
Junin,Huancayo,El Tambo,202603,empty_field
Junin,Huancayo,El Tambo,202604,empty_field
Junin,Huancayo,El Tambo,202605,empty_field
Junin,Huancayo,Huancayo,202501,empty_field
Junin,Huancayo,Huancayo,202502,empty_field
Junin,Huancayo,Huancayo,202503,empty_field
Junin,Huancayo,Huancayo,202504,empty_field
Junin,Huancayo,Huancayo,202505,empty_field
Junin,Huancayo,Huancayo,202506,empty_field
Junin,Huancayo,Huancayo,202507,empty_field
Junin,Huancayo,Huancayo,202508,empty_field
Junin,Huancayo,Huancayo,202509,empty_field
Junin,Huancayo,Huancayo,202510,empty_field
Junin,Huancayo,Huancayo,202511,empty_field
Junin,Huancayo,Huancayo,202512,empty_field
Junin,Huancayo,Huancayo,202601,empty_field
Junin,Huancayo,Huancayo,202602,empty_field
Junin,Huancayo,Huancayo,202603,empty_field
Junin,Huancayo,Huancayo,202604,empty_field
Junin,Huancayo,Huancayo,202605,empty_field
Junin,Huancayo,Pilcomayo,202501,empty_field
Junin,Huancayo,Pilcomayo,202502,empty_field
Junin,Huancayo,Pilcomayo,202503,empty_field
Junin,Huancayo,Pilcomayo,202504,empty_field
Junin,Huancayo,Pilcomayo,202505,empty_field
Junin,Huancayo,Pilcomayo,202506,empty_field
Junin,Huancayo,Pilcomayo,202507,empty_field
Junin,Huancayo,Pilcomayo,202508,empty_field
Junin,Huancayo,Pilcomayo,202509,empty_field
Junin,Huancayo,Pilcomayo,202510,empty_field
Junin,Huancayo,Pilcomayo,202511,empty_field
Junin,Huancayo,Pilcomayo,202512,empty_field
Junin,Huancayo,Pilcomayo,202601,empty_field
Junin,Huancayo,Pilcomayo,202602,empty_field
Junin,Huancayo,Pilcomayo,202603,empty_field
Junin,Huancayo,Pilcomayo,202604,empty_field
Junin,Huancayo,Pilcomayo,202605,empty_field
Lima,Lima,Punta Negra,202504,empty_field
Lima,Lima,Punta Negra,202505,empty_field
Lima,Lima,Punta Negra,202506,empty_field
Lima,Lima,Punta Negra,202507,empty_field
Lima,Lima,Punta Negra,202508,empty_field
Lima,Lima,Punta Negra,202509,empty_field
Lima,Lima,Punta Negra,202510,empty_field
Lima,Lima,Punta Negra,202511,empty_field
Lima,Lima,Punta Negra,202512,empty_field
Lima,Lima,Punta Negra,202601,empty_field
Lima,Lima,Punta Negra,202602,empty_field
Lima,Lima,Punta Negra,202603,empty_field
Lima,Lima,Punta Negra,202604,empty_field
Lima,Lima,Punta Negra,202605,empty_field
Ayacucho,Huamanga,Carmen Alto,202505,empty_field
Ayacucho,Huamanga,Carmen Alto,202506,empty_field
Ayacucho,Huamanga,Carmen Alto,202507,empty_field
Ayacucho,Huamanga,Carmen Alto,202508,empty_field
Ayacucho,Huamanga,Carmen Alto,202509,empty_field
Ayacucho,Huamanga,Carmen Alto,202510,empty_field
Ayacucho,Huamanga,Carmen Alto,202511,empty_field
Ayacucho,Huamanga,Carmen Alto,202512,empty_field
Ayacucho,Huamanga,Carmen Alto,202601,empty_field
Ayacucho,Huamanga,Carmen Alto,202602,empty_field
Ayacucho,Huamanga,Carmen Alto,202603,empty_field
Ayacucho,Huamanga,Carmen Alto,202604,empty_field
Ayacucho,Huamanga,Carmen Alto,202605,empty_field
Ica,Ica,Subtanjalla,202507,empty_field
Ica,Ica,Subtanjalla,202508,empty_field
Ica,Ica,Subtanjalla,202509,empty_field
Ica,Ica,Subtanjalla,202510,empty_field
Ica,Ica,Subtanjalla,202511,empty_field
Ica,Ica,Subtanjalla,202512,empty_field
Ica,Ica,Subtanjalla,202601,empty_field
Ica,Ica,Subtanjalla,202602,empty_field
Ica,Ica,Subtanjalla,202603,empty_field
Ica,Ica,Subtanjalla,202604,empty_field
Ica,Ica,Subtanjalla,202605,empty_field
Ica,Ica,La Tinguiña,202508,empty_field
Ica,Ica,La Tinguiña,202509,empty_field
Ica,Ica,La Tinguiña,202510,empty_field
Ica,Ica,La Tinguiña,202511,empty_field
Ica,Ica,La Tinguiña,202512,empty_field
Ica,Ica,La Tinguiña,202601,empty_field
Ica,Ica,La Tinguiña,202602,empty_field
Ica,Ica,La Tinguiña,202603,empty_field
Ica,Ica,La Tinguiña,202604,empty_field
Ica,Ica,La Tinguiña,202605,empty_field
Cusco,Cusco,Cusco,202509,empty_field
Cusco,Cusco,Cusco,202510,empty_field
Cusco,Cusco,Cusco,202511,empty_field
Cusco,Cusco,Cusco,202512,empty_field
Cusco,Cusco,Cusco,202601,empty_field
Cusco,Cusco,Cusco,202602,empty_field
Cusco,Cusco,Cusco,202603,empty_field
Cusco,Cusco,Cusco,202604,empty_field
Cusco,Cusco,Cusco,202605,empty_field
Cusco,Cusco,San Jeronimo,202509,empty_field
Cusco,Cusco,San Jeronimo,202510,empty_field
Cusco,Cusco,San Jeronimo,202511,empty_field
Cusco,Cusco,San Jeronimo,202512,empty_field
Cusco,Cusco,San Jeronimo,202601,empty_field
Cusco,Cusco,San Jeronimo,202602,empty_field
Cusco,Cusco,San Jeronimo,202603,empty_field
Cusco,Cusco,San Jeronimo,202604,empty_field
Cusco,Cusco,San Jeronimo,202605,empty_field
Cusco,Cusco,San Sebastian,202509,empty_field
Cusco,Cusco,San Sebastian,202510,empty_field
Cusco,Cusco,San Sebastian,202511,empty_field
Cusco,Cusco,San Sebastian,202512,empty_field
Cusco,Cusco,San Sebastian,202601,empty_field
Cusco,Cusco,San Sebastian,202602,empty_field
Cusco,Cusco,San Sebastian,202603,empty_field
Cusco,Cusco,San Sebastian,202604,empty_field
Cusco,Cusco,San Sebastian,202605,empty_field
Cusco,Cusco,Santiago,202509,empty_field
Cusco,Cusco,Santiago,202510,empty_field
Cusco,Cusco,Santiago,202511,empty_field
Cusco,Cusco,Santiago,202512,empty_field
Cusco,Cusco,Santiago,202601,empty_field
Cusco,Cusco,Santiago,202602,empty_field
Cusco,Cusco,Santiago,202603,empty_field
Cusco,Cusco,Santiago,202604,empty_field
Cusco,Cusco,Santiago,202605,empty_field
Cusco,Cusco,Wanchaq,202509,empty_field
Cusco,Cusco,Wanchaq,202510,empty_field
Cusco,Cusco,Wanchaq,202511,empty_field
Cusco,Cusco,Wanchaq,202512,empty_field
Cusco,Cusco,Wanchaq,202601,empty_field
Cusco,Cusco,Wanchaq,202602,empty_field
Cusco,Cusco,Wanchaq,202603,empty_field
Cusco,Cusco,Wanchaq,202604,empty_field
Cusco,Cusco,Wanchaq,202605,empty_field
Ica,Ica,Ica,202510,empty_field
Ica,Ica,Ica,202511,empty_field
Ica,Ica,Ica,202512,empty_field
Ica,Ica,Ica,202601,empty_field
Ica,Ica,Ica,202602,empty_field
Ica,Ica,Ica,202603,empty_field
Ica,Ica,Ica,202604,empty_field
Ica,Ica,Ica,202605,empty_field
Ica,Ica,Parcona,202510,empty_field
Ica,Ica,Parcona,202511,empty_field
Ica,Ica,Parcona,202512,empty_field
Ica,Ica,Parcona,202601,empty_field
Ica,Ica,Parcona,202602,empty_field
Ica,Ica,Parcona,202603,empty_field
Ica,Ica,Parcona,202604,empty_field
Ica,Ica,Parcona,202605,empty_field
Lima,Cañete,Chilca,202510,empty_field
Lima,Cañete,Chilca,202511,empty_field
Lima,Cañete,Chilca,202512,empty_field
Lima,Cañete,Chilca,202601,empty_field
Lima,Cañete,Chilca,202602,empty_field
Lima,Cañete,Chilca,202603,empty_field
Lima,Cañete,Chilca,202604,empty_field
Lima,Cañete,Chilca,202605,empty_field
Lima,Lima,Barranco,202511,empty_field
Lima,Lima,Barranco,202512,empty_field
Lima,Lima,Barranco,202601,empty_field
Lima,Lima,Barranco,202602,empty_field
Lima,Lima,Barranco,202603,empty_field
Lima,Lima,Barranco,202604,empty_field
Lima,Lima,Barranco,202605,empty_field
Puno,Puno,Puno,202511,empty_field
Puno,Puno,Puno,202512,empty_field
Puno,Puno,Puno,202601,empty_field
Puno,Puno,Puno,202602,empty_field
Puno,Puno,Puno,202603,empty_field
Puno,Puno,Puno,202604,empty_field
Puno,Puno,Puno,202605,empty_field
Puno,San Roman,Caracoto,202511,empty_field
Puno,San Roman,Caracoto,202512,empty_field
Puno,San Roman,Caracoto,202601,empty_field
Puno,San Roman,Caracoto,202602,empty_field
Puno,San Roman,Caracoto,202603,empty_field
Puno,San Roman,Caracoto,202604,empty_field
Puno,San Roman,Caracoto,202605,empty_field
Puno,San Roman,Juliaca,202511,empty_field
Puno,San Roman,Juliaca,202512,empty_field
Puno,San Roman,Juliaca,202601,empty_field
Puno,San Roman,Juliaca,202602,empty_field
Puno,San Roman,Juliaca,202603,empty_field
Puno,San Roman,Juliaca,202604,empty_field
Puno,San Roman,Juliaca,202605,empty_field
Puno,San Roman,San Miguel,202511,empty_field
Puno,San Roman,San Miguel,202512,empty_field
Puno,San Roman,San Miguel,202601,empty_field
Puno,San Roman,San Miguel,202602,empty_field
Puno,San Roman,San Miguel,202603,empty_field
Puno,San Roman,San Miguel,202604,empty_field
Puno,San Roman,San Miguel,202605,empty_field
Tumbes,Tumbes,Tumbes,202511,empty_field
Tumbes,Tumbes,Tumbes,202512,empty_field
Tumbes,Tumbes,Tumbes,202601,empty_field
Tumbes,Tumbes,Tumbes,202602,empty_field
Tumbes,Tumbes,Tumbes,202603,empty_field
Tumbes,Tumbes,Tumbes,202604,empty_field
Tumbes,Tumbes,Tumbes,202605,empty_field
Cusco,Acomayo,Pomacanchi,202512,empty_field
Cusco,Acomayo,Pomacanchi,202601,empty_field
Cusco,Acomayo,Pomacanchi,202602,empty_field
Cusco,Acomayo,Pomacanchi,202603,empty_field
Cusco,Acomayo,Pomacanchi,202604,empty_field
Cusco,Acomayo,Pomacanchi,202605,empty_field
Lima,Cañete,Asia,202512,empty_field
Lima,Cañete,Asia,202601,empty_field
Lima,Cañete,Asia,202602,empty_field
Lima,Cañete,Asia,202603,empty_field
Lima,Cañete,Asia,202604,empty_field
Lima,Cañete,Asia,202605,empty_field
Lima,Cañete,Mala,202512,empty_field
Lima,Cañete,Mala,202601,empty_field
Lima,Cañete,Mala,202602,empty_field
Lima,Cañete,Mala,202603,empty_field
Lima,Cañete,Mala,202604,empty_field
Lima,Cañete,Mala,202605,empty_field
Lima,Lima,Breña,202512,empty_field
Lima,Lima,Breña,202601,empty_field
Lima,Lima,Breña,202602,empty_field
Lima,Lima,Breña,202603,empty_field
Lima,Lima,Breña,202604,empty_field
Lima,Lima,Breña,202605,empty_field
Lima,Lima,Carabayllo,202512,empty_field
Lima,Lima,Carabayllo,202601,empty_field
Lima,Lima,Carabayllo,202602,empty_field
Lima,Lima,Carabayllo,202603,empty_field
Lima,Lima,Carabayllo,202604,empty_field
Lima,Lima,Carabayllo,202605,empty_field
Lima,Lima,Independencia,202512,empty_field
Lima,Lima,Independencia,202601,empty_field
Lima,Lima,Independencia,202602,empty_field
Lima,Lima,Independencia,202603,empty_field
Lima,Lima,Independencia,202604,empty_field
Lima,Lima,Independencia,202605,empty_field
Lima,Lima,Los Olivos,202512,empty_field
Lima,Lima,Los Olivos,202601,empty_field
Lima,Lima,Los Olivos,202602,empty_field
Lima,Lima,Los Olivos,202603,empty_field
Lima,Lima,Los Olivos,202604,empty_field
Lima,Lima,Los Olivos,202605,empty_field
Lima,Lima,Puente Piedra,202512,empty_field
Lima,Lima,Puente Piedra,202601,empty_field
Lima,Lima,Puente Piedra,202602,empty_field
Lima,Lima,Puente Piedra,202603,empty_field
Lima,Lima,Puente Piedra,202604,empty_field
Lima,Lima,Puente Piedra,202605,empty_field
Lima,Lima,San Juan De Lurigancho,202512,empty_field
Lima,Lima,San Juan De Lurigancho,202601,empty_field
Lima,Lima,San Juan De Lurigancho,202602,empty_field
Lima,Lima,San Juan De Lurigancho,202603,empty_field
Lima,Lima,San Juan De Lurigancho,202604,empty_field
Lima,Lima,San Juan De Lurigancho,202605,empty_field
Lima,Lima,San Martin De Porres,202512,empty_field
Lima,Lima,San Martin De Porres,202601,empty_field
Lima,Lima,San Martin De Porres,202602,empty_field
Lima,Lima,San Martin De Porres,202603,empty_field
Lima,Lima,San Martin De Porres,202604,empty_field
Lima,Lima,San Martin De Porres,202605,empty_field
Puno,Chucuito,Desaguadero,202601,empty_field
Puno,Chucuito,Desaguadero,202602,empty_field
Puno,Chucuito,Desaguadero,202603,empty_field
Puno,Chucuito,Desaguadero,202604,empty_field
Puno,Chucuito,Desaguadero,202605,empty_field
Callao,Callao,La Perla,202602,empty_field
Callao,Callao,La Perla,202603,empty_field
Callao,Callao,La Perla,202604,empty_field
Callao,Callao,La Perla,202605,empty_field
Cusco,Espinar,Espinar,202602,empty_field
Cusco,Espinar,Espinar,202603,empty_field
Cusco,Espinar,Espinar,202604,empty_field
Cusco,Espinar,Espinar,202605,empty_field
Lima,Huaura,Sayan,202602,empty_field
Lima,Huaura,Sayan,202603,empty_field
Lima,Huaura,Sayan,202604,empty_field
Lima,Huaura,Sayan,202605,empty_field
Puno,Melgar,Ayaviri,202602,empty_field
Puno,Melgar,Ayaviri,202603,empty_field
Puno,Melgar,Ayaviri,202604,empty_field
Puno,Melgar,Ayaviri,202605,empty_field
Ancash,Yungay,Ranrahirca,202604,empty_field
Ancash,Yungay,Ranrahirca,202605,empty_field
Junin,Jauja,Jauja,202604,empty_field
Junin,Jauja,Jauja,202605,empty_field
La Libertad,Ascope,Casa Grande,202604,empty_field
La Libertad,Ascope,Casa Grande,202605,empty_field
Lima,Lima,La Victoria,202604,empty_field
Lima,Lima,La Victoria,202605,empty_field
Lima,Lima,Lince,202604,empty_field
Lima,Lima,Lince,202605,empty_field
Lima,Lima,Santa Anita,202604,empty_field
Lima,Lima,Santa Anita,202605,empty_field
Ancash,Yungay,Yungay,202605,empty_field
Callao,Callao,Bellavista,202605,empty_field
Callao,Callao,Callao,202605,empty_field
Cusco,Chumbivilcas,Velille,202605,empty_field
La Libertad,Chepen,Pacanga,202605,empty_field
La Libertad,Otuzco,Salpo,202605,empty_field
Lima,Lima,Jesus Maria,202605,empty_field
Lima,Lima,Lima,202605,empty_field
Lima,Lima,Magdalena Del Mar,202605,empty_field
Lima,Lima,Rimac,202605,empty_field
Lima,Lima,San Isidro,202605,empty_field
Lima,Lima,San Miguel,202605,empty_field
