variable,treated_mean,treated_std,control_mean,control_std,std_diff
pre6_4g_baseline,10.38782576161616,1.5290874463073163,10.250178463728632,1.4732381056177795,0.09167792517304131
log10_poblacion,4.806487917345281,0.47648190094064313,4.7307355539569516,0.45618306202631925,0.16240436025458163
altitud_m,1443.0454545454545,1543.4613990021876,1360.8878205128206,1476.8109326463082,0.05439088109544146
