outcome,department,province,district,breakpoint_yearmonth,delta_treated,delta_control_mean,did,n_controls,has_5g_post
upload,Lima,Lima,Breña,202512,0.19608911666666629,-0.03267472333333323,0.22876383999999952,5,True
upload,Lima,Lima,Carabayllo,202512,-0.4263528166666659,0.286471011111111,-0.712823827777777,3,True
upload,Lima,Lima,Independencia,202512,-0.16165291666666626,0.044702736666666534,-0.20635565333333278,5,False
upload,Lima,Lima,Los Olivos,202512,0.21010101666666747,0.17465069583333326,0.035450320833334215,4,True
upload,Lima,Lima,Puente Piedra,202512,0.18273670000000042,0.1817911466666665,0.0009455533333339317,5,False
upload,Lima,Lima,Punta Negra,202504,-0.2692364833333336,-0.025020129999999696,-0.2442163533333339,5,False
upload,Lima,Lima,San Juan De Lurigancho,202512,-0.13393725000000023,0.08864043333333296,-0.2225776833333332,5,True
upload,Lima,Lima,San Martin De Porres,202512,0.2007009833333333,0.18646166111111104,0.014239322222222267,3,True
upload,Piura,Piura,Castilla,202412,0.027893133333332987,-0.32301626333333344,0.35090939666666643,5,False
upload,Piura,Piura,Catacaos,202411,-0.7516343166666668,-0.06843419333333331,-0.6832001233333335,5,False
upload,Piura,Piura,Veintiseis De Octubre,202412,-0.05575828333333366,-0.24503748333333303,0.18927919999999937,5,False
upload,Puno,Chucuito,Desaguadero,202601,-1.0306506666666666,0.4285792906666666,-1.4592299573333332,5,False
upload,Puno,Melgar,Ayaviri,202602,0.2662613583333333,-0.11420501999999999,0.3804663783333333,5,False
upload,Puno,Puno,Puno,202511,0.42640981666666633,0.18993567333333355,0.23647414333333278,5,False
upload,Puno,San Roman,Caracoto,202511,-1.2828436166666666,0.27356190000000014,-1.5564055166666666,5,False
upload,Puno,San Roman,Juliaca,202511,-0.051600933333333376,0.18993567333333355,-0.24153660666666693,5,False
upload,Puno,San Roman,San Miguel,202511,-0.5048977166666662,-0.20433907999999984,-0.3005586366666663,5,False
upload,Tacna,Candarave,Camilaca,202412,-0.8432692333333331,-0.40609775000000004,-0.4371714833333331,3,False
upload,Tumbes,Tumbes,Tumbes,202511,-0.24557085,0.23661739666666676,-0.48218824666666676,5,False
packet_loss,Arequipa,Arequipa,Alto Selva Alegre,202410,-0.24856710999999998,-0.15548013533333335,-0.09308697466666663,5,False
packet_loss,Arequipa,Arequipa,Cayma,202411,-0.29736557500000005,-0.07410508233333328,-0.22326049266666675,5,False
packet_loss,Arequipa,Arequipa,Jacobo Hunter,202410,-0.25134097833333324,-0.1549430576666667,-0.09639792066666655,5,False
packet_loss,Arequipa,Arequipa,Jose Luis Bustamante Y Rivero,202411,-0.21425531333333325,-0.07150784266666668,-0.14274747066666657,5,False
packet_loss,Arequipa,Arequipa,Mariano Melgar,202411,-0.26569103833333335,-0.1218164643333333,-0.14387457400000003,5,False
packet_loss,Arequipa,Arequipa,Miraflores,202411,-0.11946197666666669,-0.032121260555555385,-0.0873407161111113,3,False
packet_loss,Arequipa,Arequipa,Paucarpata,202411,-0.27576296499999986,-0.1291229786666666,-0.14663998633333325,5,False
packet_loss,Arequipa,Arequipa,Sachaca,202410,-0.13305049999999996,-0.180349017,0.04729851700000004,5,False
packet_loss,Arequipa,Arequipa,Socabaya,202410,-0.3059800666666669,-0.0869196689999999,-0.219060397666667,5,False
packet_loss,Arequipa,Arequipa,Tiabaya,202410,-0.20659138333333327,-0.30977837599999997,0.1031869926666667,5,False
packet_loss,Arequipa,Arequipa,Yanahuara,202410,-0.23190496833333352,-0.22329544699999992,-0.008609521333333592,5,False
packet_loss,Ayacucho,Huamanga,Carmen Alto,202505,-0.17550455833333345,-0.09955499366666677,-0.07594956466666668,5,False
packet_loss,Callao,Callao,La Perla,202602,-0.02150305666666663,-0.010498493666666674,-0.011004562999999957,5,False
packet_loss,Cusco,Cusco,Cusco,202509,0.2861503333333335,0.10944037750000002,0.1767099558333335,4,False
packet_loss,Cusco,Cusco,San Jeronimo,202509,0.18243168500000007,0.12106989208333338,0.061361792916666685,4,False
packet_loss,Cusco,Cusco,San Sebastian,202509,0.21198209999999995,0.11411095766666672,0.09787114233333323,5,False
packet_loss,Cusco,Cusco,Santiago,202509,0.31419244000000035,0.10944037750000002,0.20475206250000033,4,False
packet_loss,Cusco,Cusco,Wanchaq,202509,-0.04740912666666652,-0.02659117133333324,-0.020817955333333284,5,False
packet_loss,Cusco,Espinar,Espinar,202602,-0.07109674333333349,0.01481467549999993,-0.08591141883333342,5,False
packet_loss,Ica,Chincha,Alto Laran,202406,-0.17882770999999997,-0.16392521899999996,-0.014902491000000018,5,False
packet_loss,Ica,Chincha,Chincha Alta,202406,-0.1287655316666667,-0.1558393236666667,0.027073791999999985,5,False
packet_loss,Ica,Chincha,Chincha Baja,202406,-0.21361856833333326,-0.14798164699999997,-0.06563692133333329,5,False
packet_loss,Ica,Chincha,El Carmen,202406,-0.143967585,-0.17229124833333329,0.028323663333333277,5,False
packet_loss,Ica,Chincha,Pueblo Nuevo,202406,-0.10583272500000002,-0.10935261933333333,0.003519894333333315,5,False
packet_loss,Ica,Chincha,Sunampe,202405,-0.20819596833333348,-0.21012973066666674,0.0019337623333332554,5,False
packet_loss,Ica,Ica,Ica,202510,0.029286784999999926,-0.028120991333333345,0.05740777633333327,5,False
packet_loss,Ica,Ica,La Tinguiña,202508,-0.1520333766666666,0.077693239,-0.2297266156666666,5,False
packet_loss,Ica,Ica,Parcona,202510,0.07597830999999994,0.13827110833333348,-0.06229279833333354,5,False
packet_loss,Ica,Ica,Subtanjalla,202507,-0.08104971166666664,0.054956287333333353,-0.136005999,5,False
packet_loss,Junin,Huancayo,Chilca,202501,-0.27541766833333337,-0.07858015944444448,-0.1968375088888889,3,False
packet_loss,Junin,Huancayo,El Tambo,202501,-0.3018260883333333,0.028792067222222235,-0.3306181555555555,3,False
packet_loss,Junin,Huancayo,Huancayo,202501,-0.23446743333333325,-0.05991125277777772,-0.17455618055555552,3,False
packet_loss,Junin,Huancayo,Pilcomayo,202501,-0.2229693816666668,-0.28252285233333324,0.05955347066666644,5,False
packet_loss,Junin,Huancayo,San Agustin,202412,-0.25750341333333326,-0.07473212533333326,-0.182771288,5,False
packet_loss,La Libertad,Trujillo,El Porvenir,202412,-0.17819910500000002,-0.0025201243333333847,-0.17567898066666665,5,False
packet_loss,La Libertad,Trujillo,La Esperanza,202412,-0.3616126266666666,-0.05678252800000007,-0.30483009866666655,5,False
packet_loss,La Libertad,Trujillo,Moche,202412,-0.10818170333333327,0.05160573666666666,-0.15978743999999992,5,False
packet_loss,La Libertad,Trujillo,Trujillo,202412,-0.20968380333333342,-0.03036243533333329,-0.17932136800000012,5,False
packet_loss,La Libertad,Trujillo,Victor Larco Herrera,202412,-0.14022456666666666,0.07597532199999998,-0.21619988866666665,5,False
packet_loss,Lambayeque,Chiclayo,Chiclayo,202412,-0.14665273499999992,-0.04316102399999998,-0.10349171099999994,5,False
packet_loss,Lambayeque,Chiclayo,Jose Leonardo Ortiz,202412,-0.0074113849999999926,-0.0009672383333333312,-0.0064441466666666615,5,False
packet_loss,Lambayeque,Chiclayo,La Victoria,202412,-0.06642186,-0.0643339166666667,-0.0020879433333333003,5,False
packet_loss,Lambayeque,Chiclayo,Pimentel,202412,-0.20577157333333346,-0.037850290333333314,-0.16792128300000014,5,False
packet_loss,Lima,Cañete,Asia,202512,0.0644300966666666,0.11706282666666668,-0.05263273000000007,5,True
packet_loss,Lima,Cañete,Chilca,202510,0.10128559666666637,0.06256318366666666,0.038722412999999706,5,False
packet_loss,Lima,Cañete,Mala,202512,-0.0450515316666667,0.05504578333333334,-0.10009731500000005,5,True
packet_loss,Lima,Huaura,Sayan,202602,-0.2636528675,0.0118368673333334,-0.2754897348333334,5,False
packet_loss,Lima,Lima,Barranco,202511,0.041944244999999936,0.12530854833333335,-0.08336430333333342,4,False
packet_loss,Lima,Lima,Breña,202512,0.11141332500000001,-0.00030224033333330346,0.11171556533333331,5,True
packet_loss,Lima,Lima,Carabayllo,202512,-0.01429969666666675,-0.016255506111111057,0.001955809444444307,3,True
packet_loss,Lima,Lima,Independencia,202512,-0.11696483833333327,0.038094502666666676,-0.15505934099999993,5,False
packet_loss,Lima,Lima,Los Olivos,202512,-0.19582550333333343,-0.004459003333333253,-0.19136650000000016,4,True
packet_loss,Lima,Lima,Puente Piedra,202512,-0.18283360166666673,0.014818913000000055,-0.19765251466666678,5,False
packet_loss,Lima,Lima,Punta Negra,202504,-0.03812670000000001,-0.15046892133333334,0.11234222133333333,5,False
packet_loss,Lima,Lima,San Juan De Lurigancho,202512,-0.09240364833333337,0.0419206116666667,-0.13432426000000006,5,True
packet_loss,Lima,Lima,San Martin De Porres,202512,-0.10307679166666667,0.027364776111111173,-0.13044156777777785,3,True
packet_loss,Piura,Piura,Castilla,202412,-0.20171341999999992,-0.018116684333333334,-0.1835967356666666,5,False
packet_loss,Piura,Piura,Catacaos,202411,-0.2516952316666667,0.004540682666666684,-0.25623591433333337,5,False
packet_loss,Piura,Piura,Veintiseis De Octubre,202412,-0.2510416399999999,-0.11768159766666672,-0.13336004233333318,5,False
packet_loss,Puno,Chucuito,Desaguadero,202601,-0.23842802733333313,0.011894182666666687,-0.2503222099999998,5,False
packet_loss,Puno,Melgar,Ayaviri,202602,-0.06450625666666665,0.03656954450000001,-0.10107580116666666,5,False
packet_loss,Puno,Puno,Puno,202511,-0.18199021333333337,0.0699693656666667,-0.2519595790000001,5,False
packet_loss,Puno,San Roman,Caracoto,202511,-0.12121298666666669,0.054303679333333355,-0.17551666600000004,5,False
packet_loss,Puno,San Roman,Juliaca,202511,-0.2717473016666667,0.0699693656666667,-0.3417166673333334,5,False
packet_loss,Puno,San Roman,San Miguel,202511,-0.20926800499999998,0.012661008666666662,-0.22192901366666665,5,False
packet_loss,Tacna,Candarave,Camilaca,202412,-0.7991423233333332,-0.4824676427777777,-0.31667468055555553,3,False
packet_loss,Tumbes,Tumbes,Tumbes,202511,-0.022996600000000034,0.005346605666666715,-0.02834320566666675,5,False
