AÑO,MES,ADM_LEVEL_1_NAME,ADM_LEVEL_2_NAME,ADM_LEVEL_3_NAME,NETWORK_CARRIER,AVERAGE_THROUGHPUT_DOWNLOAD_3G,THROUGHPUT_DOWNLOAD_3G_MEASUREMENTS,AVERAGE_THROUGHPUT_UPLOAD_3G,THROUGHPUT_UPLOAD_3G_MEASUREMENTS,AVERAGE_THROUGHPUT_DOWNLOAD_4G,THROUGHPUT_DOWNLOAD_4G_MEASUREMENTS,AVERAGE_THROUGHPUT_UPLOAD_4G,THROUGHPUT_UPLOAD_4G_MEASUREMENTS,AVERAGE_THROUGHPUT_DOWNLOAD_5G_NSA,THROUGHPUT_DOWNLOAD_5G_NSA_MEASUREMENTS,AVERAGE_THROUGHPUT_UPLOAD_5G_NSA,THROUGHPUT_UPLOAD_5G_NSA_MEASUREMENTS,AVERAGE_LATENCY_3G,LATENCY_3G_MEASUREMENTS,AVERAGE_LATENCY_4G,LATENCY_4G_MEASUREMENTS,AVERAGE_LATENCY_5G_NSA,LATENCY_5G_NSA_MEASUREMENTS,TIME_PERCENTAGE_3G,TIME_PERCENTAGE_3G_SECONDS,TIME_PERCENTAGE_3G_MEASUREMENTS,TIME_PERCENTAGE_4G,TIME_PERCENTAGE_4G_SECONDS,TIME_PERCENTAGE_4G_MEASUREMENTS,TIME_PERCENTAGE_5G_NSA,TIME_PERCENTAGE_5G_NSA_SECONDS,TIME_PERCENTAGE_5G_NSA_MEASUREMENTS,TIME_PERCENTAGE_TOTAL_SECONDS,PACKET_LOSS_3G,LOST_PACKET_3G,PACKET_TRANSMITTED_3G,PACKET_LOSS_3G_MEASUREMENTS,PACKET_LOSS_4G,LOST_PACKET_4G,PACKET_TRANSMITTED_4G,PACKET_LOSS_4G_MEASUREMENTS,PACKET_LOSS_5G_NSA,LOST_PACKET_5G_NSA,PACKET_TRANSMITTED_5G_NSA,PACKET_LOSS_5G_NSA_MEASUREMENTS,SOURCE_FILE,YEARMONTH,IS_3G_ACTIVE_MONTH,IS_3G_ZERO_MONTH
2023,1,Arequipa,Arequipa,Yanahuara,MOVISTAR,3.2801213,1199.0,0.0,0.0,12.141115,21458.0,3.6089926,1382.0,0.0,0.0,0.0,0.0,196.94188,1310.0,84.911354,21371.0,0.0,0.0,3.9806654,1783079.0,0.0,95.70552,42869844.0,0.0,0.0,0.0,0.0,44793491.0,5.43399,298.0,5484.0,0.0,1.4784886,1321.0,89348.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Ayacucho,Huamanga,Carmen Alto,MOVISTAR,3.1623945,2019.0,0.61740017,493.0,8.624404,10001.0,5.0103908,900.0,0.0,0.0,0.0,0.0,228.90077,1260.0,81.59762,8137.0,0.0,0.0,7.7702813,1118469.0,0.0,91.48777,13168922.0,0.0,0.0,0.0,0.0,14394189.0,4.767103,262.0,5496.0,0.0,1.9518747,683.0,34992.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Cajamarca,Celendin,Celendin,MOVISTAR,2.9862936,645.0,0.0,0.0,8.302478,16431.0,5.806689,1062.0,0.0,0.0,0.0,0.0,0.0,0.0,89.61573,7001.0,0.0,0.0,3.90364,493401.0,0.0,92.554726,11698465.0,0.0,0.0,0.0,0.0,12639511.0,9.530792,0.0,0.0,0.0,1.5326302,465.0,30340.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Cajamarca,Santa Cruz,Santa Cruz,MOVISTAR,5.1921916,2788.0,0.0,0.0,7.8076944,15924.0,3.3351123,1062.0,0.0,0.0,0.0,0.0,246.48465,676.0,91.68038,7727.0,0.0,0.0,8.97922,1323939.0,0.0,89.41538,13183830.0,0.0,0.0,0.0,0.0,14744476.0,7.733333,232.0,3000.0,0.0,1.6330479,557.0,34108.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Callao,Callao,Mi Peru,MOVISTAR,2.4770155,3358.0,0.88680744,735.0,6.102077,23136.0,3.6968286,4343.0,0.0,0.0,0.0,0.0,370.31677,1741.0,82.97957,25511.0,0.0,0.0,9.173596,4056680.0,0.0,89.846565,39731284.0,0.0,0.0,0.0,0.0,44221261.0,5.892256,490.0,8316.0,0.0,1.3910211,1486.0,106828.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Cusco,Acomayo,Pomacanchi,MOVISTAR,0.0,0.0,0.0,0.0,8.474897,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0767808,40951.0,0.0,78.87133,1049753.0,0.0,0.0,0.0,0.0,1330969.0,0.0,0.0,0.0,0.0,2.2077923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,False,True
2023,1,Cusco,Cusco,Cusco,MOVISTAR,3.2835457,7769.0,0.69385916,2687.0,8.633554,68132.0,3.8438888,4704.0,0.0,0.0,0.0,0.0,242.26749,4702.0,92.71976,61107.0,0.0,0.0,6.064842,7031161.0,0.0,91.81162,106440087.0,0.0,0.0,0.0,0.0,115933125.0,7.0109634,1458.0,20796.0,0.0,2.5357876,6866.0,270764.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Cusco,Cusco,San Jeronimo,MOVISTAR,4.6185493,6668.0,0.6762698,2166.0,8.283683,40304.0,4.1758127,2807.0,0.0,0.0,0.0,0.0,221.4034,3190.0,91.38901,29167.0,0.0,0.0,7.597165,3933141.0,0.0,91.83594,47544536.0,0.0,0.0,0.0,0.0,51771165.0,5.864014,790.0,13472.0,0.0,1.4482144,1820.0,125672.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Cusco,Cusco,San Sebastian,MOVISTAR,2.9008765,3147.0,0.7064487,869.0,7.1943207,41699.0,2.9361477,3059.0,0.0,0.0,0.0,0.0,251.58409,2440.0,94.39373,39341.0,0.0,0.0,6.379623,4526247.0,0.0,92.05008,65308150.0,0.0,0.0,0.0,0.0,70948501.0,7.7006903,848.0,11012.0,0.0,2.3641536,4088.0,172916.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Cusco,Cusco,Santiago,MOVISTAR,2.714624,4169.0,0.67473,1097.0,6.9747043,38109.0,3.4371965,3061.0,0.0,0.0,0.0,0.0,262.46588,2222.0,93.39899,33598.0,0.0,0.0,4.894353,3205073.0,0.0,93.73478,61382338.0,0.0,0.0,0.0,0.0,65485124.0,8.03067,796.0,9912.0,0.0,2.7617707,4045.0,146464.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Cusco,Cusco,Wanchaq,MOVISTAR,3.6810498,5778.0,0.6425475,1742.0,9.033437,73255.0,3.1365185,5454.0,0.0,0.0,0.0,0.0,206.9698,4232.0,92.06487,60608.0,0.0,0.0,4.4027486,3724326.0,0.0,94.006775,79521206.0,0.0,0.0,0.0,0.0,84590933.0,6.1767306,1117.0,18084.0,0.0,1.9504008,5090.0,260972.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Cusco,La Convencion,Echarate,MOVISTAR,0.0,0.0,0.0,0.0,7.144451,9190.0,3.000804,911.0,0.0,0.0,0.0,0.0,316.03116,745.0,100.550316,8033.0,0.0,0.0,7.7778144,1788991.0,0.0,62.50057,14375883.0,0.0,0.0,0.0,0.0,23001204.0,6.848485,226.0,3300.0,0.0,2.1211312,795.0,37480.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,False,True
2023,1,Huancavelica,Tayacaja,Pampas,MOVISTAR,5.73537,709.0,0.0,0.0,11.100291,9166.0,4.5146565,1028.0,0.0,0.0,0.0,0.0,197.48799,621.0,81.987755,8928.0,0.0,0.0,4.875894,469562.0,0.0,92.5059,8908572.0,0.0,0.0,0.0,0.0,9630275.0,6.212121,164.0,2640.0,0.0,1.5591966,590.0,37840.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Ica,Chincha,Alto Laran,MOVISTAR,2.9422002,614.0,0.0,0.0,8.651714,5808.0,4.041231,1094.0,0.0,0.0,0.0,0.0,0.0,0.0,81.61512,4225.0,0.0,0.0,3.1901338,245999.0,0.0,95.53293,7366777.0,0.0,0.0,0.0,0.0,7711244.0,5.2165356,0.0,0.0,0.0,1.803539,318.0,17632.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Ica,Chincha,Chincha Alta,MOVISTAR,4.268188,3852.0,0.7540858,1213.0,11.242568,79122.0,3.784161,6446.0,0.0,0.0,0.0,0.0,184.65945,2634.0,77.671776,75562.0,0.0,0.0,4.343927,4743072.0,0.0,93.68163,102289645.0,0.0,0.0,0.0,0.0,109188581.0,5.3222303,588.0,11048.0,0.0,0.982472,3038.0,309220.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Ica,Chincha,Chincha Baja,MOVISTAR,3.4048324,1398.0,0.6915624,450.0,11.32138,12163.0,4.7127113,658.0,0.0,0.0,0.0,0.0,198.08356,995.0,81.53219,11979.0,0.0,0.0,7.9635196,969184.0,0.0,91.16369,11094892.0,0.0,0.0,0.0,0.0,12170297.0,5.731132,243.0,4240.0,0.0,1.3807262,686.0,49684.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Ica,Chincha,El Carmen,MOVISTAR,4.314983,1435.0,0.7293574,428.0,10.590589,7241.0,3.281666,838.0,0.0,0.0,0.0,0.0,197.23813,760.0,83.693375,6948.0,0.0,0.0,16.79349,2213965.0,0.0,81.809395,10785319.0,0.0,0.0,0.0,0.0,13183472.0,5.223881,168.0,3216.0,0.0,1.9248921,571.0,29664.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Ica,Chincha,Pueblo Nuevo,MOVISTAR,4.9403114,1641.0,0.7053385,418.0,11.067461,41291.0,2.9367924,2187.0,0.0,0.0,0.0,0.0,192.25685,1416.0,78.466545,34957.0,0.0,0.0,2.9431884,1574964.0,0.0,96.86587,51835027.0,0.0,0.0,0.0,0.0,53512171.0,4.2992554,254.0,5908.0,0.0,1.0091164,1439.0,142600.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Ica,Chincha,Sunampe,MOVISTAR,4.8777266,768.0,0.0,0.0,12.898039,31332.0,2.6402066,2760.0,0.0,0.0,0.0,0.0,188.793,646.0,77.659584,28794.0,0.0,0.0,5.8952656,2249637.0,0.0,93.88952,35828298.0,0.0,0.0,0.0,0.0,38160062.0,4.5722713,124.0,2712.0,0.0,0.8974052,1050.0,117004.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Ica,Ica,Ica,MOVISTAR,4.9904523,6794.0,0.6850091,2272.0,10.918385,179943.0,3.8378088,12087.0,0.0,0.0,0.0,0.0,169.99178,7172.0,76.715096,147547.0,0.0,0.0,4.383823,10246916.0,0.0,95.141716,222387916.0,0.0,0.0,0.0,0.0,233743850.0,4.280914,1274.0,29760.0,0.0,0.98014945,5939.0,605928.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Ica,Ica,La Tinguiña,MOVISTAR,4.919153,1118.0,0.0,0.0,10.186623,14978.0,4.3843856,1056.0,0.0,0.0,0.0,0.0,158.95276,523.0,76.3802,10862.0,0.0,0.0,3.917324,1151900.0,0.0,95.47193,28073787.0,0.0,0.0,0.0,0.0,29405278.0,3.5127738,77.0,2192.0,0.0,0.95372105,427.0,44772.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Ica,Ica,Parcona,MOVISTAR,6.3516307,8155.0,1.2943196,2233.0,10.691666,21025.0,4.730023,2748.0,0.0,0.0,0.0,0.0,216.88365,4614.0,77.151054,17176.0,0.0,0.0,14.271957,5457064.0,0.0,84.6853,32380501.0,0.0,0.0,0.0,0.0,38236270.0,4.0953674,785.0,19168.0,0.0,1.0141193,724.0,71392.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Ica,Ica,Subtanjalla,MOVISTAR,4.0748696,952.0,0.0,0.0,6.5994506,11946.0,2.6351588,694.0,0.0,0.0,0.0,0.0,201.16328,538.0,77.55035,11160.0,0.0,0.0,6.883468,1441225.0,0.0,92.188194,19301888.0,0.0,0.0,0.0,0.0,20937483.0,4.1814947,94.0,2248.0,0.0,1.4579978,688.0,47188.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Junin,Chanchamayo,Chanchamayo,MOVISTAR,4.899603,1314.0,0.0,0.0,8.631005,17033.0,2.8068569,1778.0,0.0,0.0,0.0,0.0,163.39072,1437.0,83.97884,15485.0,0.0,0.0,7.979687,2073307.0,0.0,89.50059,23254319.0,0.0,0.0,0.0,0.0,25982309.0,4.570957,277.0,6060.0,0.0,1.2081841,783.0,64808.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Junin,Huancayo,Chilca,MOVISTAR,3.68378,1747.0,0.6259593,726.0,6.19303,35213.0,3.5120056,3660.0,0.0,0.0,0.0,0.0,233.26991,1577.0,80.83745,40341.0,0.0,0.0,4.4854684,3537690.0,0.0,93.28055,73570388.0,0.0,0.0,0.0,0.0,78870020.0,9.081808,635.0,6992.0,0.0,2.0057142,3510.0,175000.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Junin,Huancayo,El Tambo,MOVISTAR,4.1784425,14391.0,0.91216016,4229.0,8.658912,189314.0,3.7746463,14094.0,0.0,0.0,0.0,0.0,218.77696,11594.0,81.109924,181515.0,0.0,0.0,7.57137,24334056.0,0.0,91.28204,293376538.0,0.0,0.0,0.0,0.0,321395681.0,5.2333574,2588.0,49452.0,0.0,1.1222514,8509.0,758208.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Junin,Huancayo,Huancayo,MOVISTAR,4.743481,7531.0,0.79125005,2383.0,9.264376,154982.0,3.491821,11215.0,0.0,0.0,0.0,0.0,217.9961,6201.0,80.26903,149210.0,0.0,0.0,4.043258,8907372.0,0.0,95.4659,210313112.0,0.0,0.0,0.0,0.0,220301826.0,6.4580154,1692.0,26200.0,0.0,1.2091066,7550.0,624428.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Junin,Huancayo,Pilcomayo,MOVISTAR,2.5029233,579.0,0.0,0.0,5.8714995,8606.0,0.0,0.0,0.0,0.0,0.0,0.0,258.69257,555.0,82.353546,11115.0,0.0,0.0,7.7241697,1781726.0,0.0,91.33025,21067052.0,0.0,0.0,0.0,0.0,23066893.0,8.802251,219.0,2488.0,0.0,1.505417,717.0,47628.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Junin,Huancayo,San Agustin,MOVISTAR,5.0977163,973.0,0.0,0.0,5.9482207,28987.0,3.5325255,2459.0,0.0,0.0,0.0,0.0,223.79637,579.0,78.61474,19831.0,0.0,0.0,2.122394,683256.0,0.0,97.11134,31262764.0,0.0,0.0,0.0,0.0,32192701.0,5.661882,142.0,2508.0,0.0,1.5224816,1284.0,84336.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Junin,Junin,Carhuamayo,MOVISTAR,6.3303504,8086.0,0.77306837,1267.0,7.128818,9500.0,5.1530766,1189.0,0.0,0.0,0.0,0.0,207.42361,1969.0,80.3892,6203.0,0.0,0.0,33.089756,2808413.0,0.0,65.376076,5548636.0,0.0,0.0,0.0,0.0,8487258.0,3.349876,270.0,8060.0,0.0,1.1546979,292.0,25288.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,La Libertad,Trujillo,El Porvenir,MOVISTAR,3.5968573,4782.0,0.89578193,1445.0,8.008239,38346.0,2.8436787,5193.0,0.0,0.0,0.0,0.0,262.5578,2882.0,83.540764,35529.0,0.0,0.0,6.433336,5148405.0,0.0,92.91269,74355227.0,0.0,0.0,0.0,0.0,80026988.0,7.026144,903.0,12852.0,0.0,1.6702543,2514.0,150516.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,La Libertad,Trujillo,La Esperanza,MOVISTAR,3.3539932,4492.0,0.69588083,1777.0,10.077452,50169.0,3.6781888,4727.0,0.0,0.0,0.0,0.0,226.21864,2300.0,83.65789,45432.0,0.0,0.0,4.1430035,4745946.0,0.0,93.718,107357030.0,0.0,0.0,0.0,0.0,114553266.0,6.8393483,705.0,10308.0,0.0,1.3684893,2620.0,191452.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,La Libertad,Trujillo,Moche,MOVISTAR,3.0582664,1681.0,0.62062246,498.0,9.669147,10445.0,2.7305293,860.0,0.0,0.0,0.0,0.0,215.1593,914.0,83.48767,11099.0,0.0,0.0,6.551728,1450087.0,0.0,93.0042,20584522.0,0.0,0.0,0.0,0.0,22132895.0,6.9444447,280.0,4032.0,0.0,0.9254432,426.0,46032.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,La Libertad,Trujillo,Trujillo,MOVISTAR,4.467614,24805.0,0.6949465,8185.0,11.909885,271023.0,3.838158,24610.0,0.0,0.0,0.0,0.0,189.67567,15551.0,82.534004,241829.0,0.0,0.0,5.9395676,25422404.0,0.0,93.16199,398749875.0,0.0,0.0,0.0,0.0,428017776.0,5.9297795,3898.0,65736.0,0.0,1.0063493,10036.0,997268.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,La Libertad,Trujillo,Victor Larco Herrera,MOVISTAR,4.2302766,3022.0,0.6793209,1181.0,10.601859,58540.0,3.2367432,4434.0,0.0,0.0,0.0,0.0,173.87807,2093.0,82.09762,47332.0,0.0,0.0,3.5073445,3460121.0,0.0,92.781494,91532269.0,0.0,0.0,0.0,0.0,98653585.0,6.5747495,577.0,8776.0,0.0,1.0021974,1952.0,194772.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Lambayeque,Chiclayo,Chiclayo,MOVISTAR,3.8565257,9356.0,0.7012783,3903.0,11.15742,161644.0,3.8335214,13273.0,0.0,0.0,0.0,0.0,180.86171,6950.0,85.97199,144129.0,0.0,0.0,4.536681,11976979.0,0.0,93.59261,247087402.0,0.0,0.0,0.0,0.0,264003110.0,6.1841207,1807.0,29220.0,0.0,1.0900978,6503.0,596552.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Lambayeque,Chiclayo,Jose Leonardo Ortiz,MOVISTAR,3.256769,2729.0,0.80618924,878.0,10.487146,44907.0,3.9643803,4111.0,0.0,0.0,0.0,0.0,200.76143,2279.0,86.049774,34752.0,0.0,0.0,5.8450675,4559039.0,0.0,93.45288,72891431.0,0.0,0.0,0.0,0.0,77998054.0,5.9499593,585.0,9832.0,0.0,1.3004824,1887.0,145100.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Lambayeque,Chiclayo,La Victoria,MOVISTAR,3.3061283,2191.0,0.65572137,832.0,10.511216,49690.0,3.780474,3306.0,0.0,0.0,0.0,0.0,163.06113,1418.0,84.34535,39718.0,0.0,0.0,4.6141305,3325240.0,0.0,93.986336,67732616.0,0.0,0.0,0.0,0.0,72066450.0,4.6832886,278.0,5936.0,0.0,0.7967222,1297.0,162792.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Lambayeque,Chiclayo,Pimentel,MOVISTAR,3.9410467,2537.0,0.6663713,1198.0,10.3932705,42709.0,3.1402996,4674.0,0.0,0.0,0.0,0.0,196.23378,1537.0,84.25175,33767.0,0.0,0.0,6.5845156,4215603.0,0.0,92.12129,58978796.0,0.0,0.0,0.0,0.0,64022979.0,6.918429,458.0,6620.0,0.0,0.9863072,1383.0,140220.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
2023,1,Lima,Cañete,Asia,MOVISTAR,3.4863815,4562.0,0.65705186,1140.0,11.876394,57704.0,4.0409155,6504.0,0.0,0.0,0.0,0.0,268.8503,4257.0,79.544754,44590.0,0.0,0.0,7.0682926,3736015.0,0.0,92.40657,48842395.0,0.0,0.0,0.0,0.0,52855976.0,3.5416667,663.0,18720.0,0.0,1.123999,2066.0,183808.0,0.0,0.0,0.0,0.0,0.0,dataset_2023.csv,202301,True,False
