AÑO,MES,ADM_LEVEL_1_NAME,ADM_LEVEL_2_NAME,ADM_LEVEL_3_NAME,NETWORK_CARRIER,AVERAGE_THROUGHPUT_DOWNLOAD_3G,THROUGHPUT_DOWNLOAD_3G_MEASUREMENTS,AVERAGE_THROUGHPUT_UPLOAD_3G,THROUGHPUT_UPLOAD_3G_MEASUREMENTS,AVERAGE_THROUGHPUT_DOWNLOAD_4G,THROUGHPUT_DOWNLOAD_4G_MEASUREMENTS,AVERAGE_THROUGHPUT_UPLOAD_4G,THROUGHPUT_UPLOAD_4G_MEASUREMENTS,AVERAGE_THROUGHPUT_DOWNLOAD_5G_NSA,THROUGHPUT_DOWNLOAD_5G_NSA_MEASUREMENTS,AVERAGE_THROUGHPUT_UPLOAD_5G_NSA,THROUGHPUT_UPLOAD_5G_NSA_MEASUREMENTS,AVERAGE_LATENCY_3G,LATENCY_3G_MEASUREMENTS,AVERAGE_LATENCY_4G,LATENCY_4G_MEASUREMENTS,AVERAGE_LATENCY_5G_NSA,LATENCY_5G_NSA_MEASUREMENTS,TIME_PERCENTAGE_3G,TIME_PERCENTAGE_3G_SECONDS,TIME_PERCENTAGE_3G_MEASUREMENTS,TIME_PERCENTAGE_4G,TIME_PERCENTAGE_4G_SECONDS,TIME_PERCENTAGE_4G_MEASUREMENTS,TIME_PERCENTAGE_5G_NSA,TIME_PERCENTAGE_5G_NSA_SECONDS,TIME_PERCENTAGE_5G_NSA_MEASUREMENTS,TIME_PERCENTAGE_TOTAL_SECONDS,PACKET_LOSS_3G,LOST_PACKET_3G,PACKET_TRANSMITTED_3G,PACKET_LOSS_3G_MEASUREMENTS,PACKET_LOSS_4G,LOST_PACKET_4G,PACKET_TRANSMITTED_4G,PACKET_LOSS_4G_MEASUREMENTS,PACKET_LOSS_5G_NSA,LOST_PACKET_5G_NSA,PACKET_TRANSMITTED_5G_NSA,PACKET_LOSS_5G_NSA_MEASUREMENTS,ROW_PRESENT_IN_SOURCE,SOURCE_FILE,YEARMONTH,IS_3G_ACTIVE_MONTH,IS_3G_ZERO_MONTH
2023,1,Cusco,Cusco,Santiago,MOVISTAR,2.714624,4169.0,0.67473,1097.0,6.9747043,38109.0,3.4371965,3061.0,0.0,0.0,0.0,0.0,262.46588,2222.0,93.39899,33598.0,0.0,0.0,4.894353,3205073.0,0.0,93.73478,61382338.0,0.0,0.0,0.0,0.0,65485124.0,8.03067,796.0,9912.0,0.0,2.7617707,4045.0,146464.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Cusco,Cusco,Wanchaq,MOVISTAR,3.6810498,5778.0,0.6425475,1742.0,9.033437,73255.0,3.1365185,5454.0,0.0,0.0,0.0,0.0,206.9698,4232.0,92.06487,60608.0,0.0,0.0,4.4027486,3724326.0,0.0,94.006775,79521206.0,0.0,0.0,0.0,0.0,84590933.0,6.1767306,1117.0,18084.0,0.0,1.9504008,5090.0,260972.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Cusco,Espinar,Espinar,MOVISTAR,3.907465,1412.0,0.0,0.0,9.138367,40498.0,4.2140102,7436.0,0.0,0.0,0.0,0.0,289.25763,1289.0,85.045395,17177.0,0.0,0.0,4.3477383,1407265.0,0.0,92.22649,29851636.0,0.0,0.0,0.0,0.0,32367748.0,8.170347,518.0,6340.0,0.0,1.5114202,1117.0,73904.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Ica,Chincha,Alto Laran,MOVISTAR,2.9422002,614.0,0.0,0.0,8.651714,5808.0,4.041231,1094.0,0.0,0.0,0.0,0.0,0.0,0.0,81.61512,4225.0,0.0,0.0,3.1901338,245999.0,0.0,95.53293,7366777.0,0.0,0.0,0.0,0.0,7711244.0,5.2165356,0.0,0.0,0.0,1.803539,318.0,17632.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Ica,Chincha,Chincha Alta,MOVISTAR,4.268188,3852.0,0.7540858,1213.0,11.242568,79122.0,3.784161,6446.0,0.0,0.0,0.0,0.0,184.65945,2634.0,77.671776,75562.0,0.0,0.0,4.343927,4743072.0,0.0,93.68163,102289645.0,0.0,0.0,0.0,0.0,109188581.0,5.3222303,588.0,11048.0,0.0,0.982472,3038.0,309220.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Ica,Chincha,Chincha Baja,MOVISTAR,3.4048324,1398.0,0.6915624,450.0,11.32138,12163.0,4.7127113,658.0,0.0,0.0,0.0,0.0,198.08356,995.0,81.53219,11979.0,0.0,0.0,7.9635196,969184.0,0.0,91.16369,11094892.0,0.0,0.0,0.0,0.0,12170297.0,5.731132,243.0,4240.0,0.0,1.3807262,686.0,49684.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Ica,Chincha,El Carmen,MOVISTAR,4.314983,1435.0,0.7293574,428.0,10.590589,7241.0,3.281666,838.0,0.0,0.0,0.0,0.0,197.23813,760.0,83.693375,6948.0,0.0,0.0,16.79349,2213965.0,0.0,81.809395,10785319.0,0.0,0.0,0.0,0.0,13183472.0,5.223881,168.0,3216.0,0.0,1.9248921,571.0,29664.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Ica,Chincha,Pueblo Nuevo,MOVISTAR,4.9403114,1641.0,0.7053385,418.0,11.067461,41291.0,2.9367924,2187.0,0.0,0.0,0.0,0.0,192.25685,1416.0,78.466545,34957.0,0.0,0.0,2.9431884,1574964.0,0.0,96.86587,51835027.0,0.0,0.0,0.0,0.0,53512171.0,4.2992554,254.0,5908.0,0.0,1.0091164,1439.0,142600.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Ica,Chincha,Sunampe,MOVISTAR,4.8777266,768.0,0.0,0.0,12.898039,31332.0,2.6402066,2760.0,0.0,0.0,0.0,0.0,188.793,646.0,77.659584,28794.0,0.0,0.0,5.8952656,2249637.0,0.0,93.88952,35828298.0,0.0,0.0,0.0,0.0,38160062.0,4.5722713,124.0,2712.0,0.0,0.8974052,1050.0,117004.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
2023,1,Ica,Ica,Ica,MOVISTAR,4.9904523,6794.0,0.6850091,2272.0,10.918385,179943.0,3.8378088,12087.0,0.0,0.0,0.0,0.0,169.99178,7172.0,76.715096,147547.0,0.0,0.0,4.383823,10246916.0,0.0,95.141716,222387916.0,0.0,0.0,0.0,0.0,233743850.0,4.280914,1274.0,29760.0,0.0,0.98014945,5939.0,605928.0,0.0,0.0,0.0,0.0,0.0,True,dataset_2023.csv,202301,True,False
