department,province,district,carrier,breakpoint_yearmonth,months_pre,months_post,pre6_4g_download_mbps,post6_4g_download_mbps,delta_4g_download_mbps,pct_4g_download_upgrade,pre6_4g_upload_mbps,post6_4g_upload_mbps,delta_4g_upload_mbps,pct_4g_upload_upgrade,pre6_4g_latency_ms,post6_4g_latency_ms,delta_4g_latency_ms,pct_4g_latency_improvement,pre6_4g_time_pct,post6_4g_time_pct,delta_4g_time_pp,pre6_4g_packet_loss_pct,post6_4g_packet_loss_pct,delta_4g_packet_loss_pp,pct_4g_packet_loss_improvement,composite_upgrade_score,pre6_4g_download_measurements,post6_4g_download_measurements,last_yearmonth_available
Lima,Lima,San Martin De Porres,MOVISTAR,202512,35,6,12.848277083333334,13.1768415,0.3285644166666657,0.025572644062360483,2.8064050833333334,3.0071060666666667,0.2007009833333333,0.07151532917512715,51.312100833333325,48.374510333333326,-2.937590499999999,0.060725999700214084,94.49215500000001,97.82213666666667,3.3299816666666544,0.5963126,0.4932358083333333,-0.10307679166666667,0.20898075509758285,0.05158186718114591,290867.8333333333,264149.3333333333,202605
Junin,Huancayo,San Agustin,MOVISTAR,202412,23,18,9.238827833333334,8.720551016666667,-0.5182768166666669,-0.05609768100632251,3.5955737000000005,3.2962461500000004,-0.2993275500000001,-0.08324889849984163,69.54132633333333,56.569876666666666,-12.971449666666665,0.2292995924862955,95.32714566666665,97.09711666666665,1.7699709999999982,0.751760535,0.4942571216666667,-0.25750341333333326,0.5209908002236068,0.051102987455248966,27415.333333333332,22586.833333333332,202605
Puno,Melgar,Ayaviri,MOVISTAR,202602,37,4,9.922681333333335,10.362148750000001,0.4394674166666661,0.04428917969887425,2.267215616666667,2.533476975,0.2662613583333333,0.11743980430268874,65.64082483333333,65.478261,-0.1625638333333228,0.002482714581154344,92.28356833333333,95.882039,3.598470666666671,0.5618539216666667,0.49734766500000005,-0.06450625666666665,0.12970053185364128,0.04783505376292367,32055.833333333332,21073.75,202605
Lambayeque,Chiclayo,Jose Leonardo Ortiz,MOVISTAR,202412,23,18,10.779250666666668,10.950724666666666,0.17147399999999813,0.015907784808294467,3.3517982666666666,3.001701983333333,-0.3500962833333334,-0.1044502847367067,72.594467,59.55333383333333,-13.041133166666661,0.21898242008018776,95.70033916666667,95.77688433333333,0.07654516666666211,0.4276044833333333,0.4201930983333333,-0.0074113849999999926,0.017638045530487645,0.0464378962593831,67841.83333333333,62287.666666666664,202605
Cusco,Espinar,Espinar,MOVISTAR,202602,37,4,11.888880416666666,12.038188250000001,0.14930783333333508,0.012558611753216375,2.8469678833333334,3.5483818250000003,0.7014139416666669,0.24637227057350075,59.39013500000001,59.77549975000001,0.3853647500000008,-0.006446867890886998,92.43502166666667,91.7441375,-0.6908841666666774,0.8005328283333334,0.7294360849999999,-0.07109674333333349,0.09746809185253502,0.04420464665721665,18026.333333333332,15280.25,202605
Callao,Callao,Bellavista,MOVISTAR,202605,40,1,12.880298166666668,13.730741,0.8504428333333323,0.0660266418004376,2.7367940833333333,2.7695422,0.03274811666666677,0.01196586797161614,52.12063683333333,51.467724,-0.6529128333333318,0.012685869562317098,97.16137666666664,97.4483,0.2869233333333625,0.72333881,0.58016574,-0.14317307,0.24677960129117582,0.04414636937105558,46037.666666666664,49701.0,202605
Lima,Lima,La Victoria,MOVISTAR,202604,39,2,12.121494333333333,12.481715000000001,0.3602206666666685,0.029717513102001325,2.8000942666666666,3.0671613,0.26706703333333337,0.09537787227830008,52.06586766666666,52.0623585,-0.003509166666660235,6.740314437858608e-05,96.467664,97.661598,1.1939339999999987,0.7938872466666668,0.61548053,-0.17840671666666674,0.2898657357474277,0.04249472465601157,159009.5,135925.0,202605
Lima,Cañete,Mala,MOVISTAR,202512,35,6,12.043643666666666,12.8104025,0.7667588333333342,0.06366502152961417,4.5631910499999995,4.569943333333334,0.006752283333334219,0.0014797283872947098,51.204088500000005,49.51207366666667,-1.6920148333333316,0.034173782433848165,95.47308233333335,96.24242583333334,0.7693434999999909,0.494074315,0.4490227833333333,-0.0450515316666667,0.10033239590255394,0.040402048523529605,54072.0,45539.166666666664,202605
Lima,Lima,Breña,MOVISTAR,202512,35,6,12.684490333333331,13.4614495,0.7769591666666695,0.061252690983169655,2.791607966666666,2.9876970833333325,0.19608911666666629,0.07024235458849448,51.35848116666667,49.178674,-2.17980716666667,0.04432423628718962,97.44947483333334,98.17626233333334,0.7267875000000004,0.57505825,0.686471575,0.11141332500000001,-0.16229852634466335,0.039093743586106275,68975.16666666667,55497.0,202605
Lima,Lima,Independencia,MOVISTAR,202512,35,6,12.281675833333333,12.819494249999998,0.5378184166666653,0.04379031200343109,3.2208828166666663,3.0592299,-0.16165291666666626,-0.0501890089978384,51.897371166666666,48.71210033333333,-3.185270833333334,0.06538972476113236,94.90482333333334,97.63356066666667,2.728737333333328,0.861433255,0.7444684166666667,-0.11696483833333327,0.1571118877776434,0.03828390503086193,98229.5,76975.5,202605
Callao,Callao,Callao,MOVISTAR,202605,40,1,13.327324833333334,13.415476,0.08815116666666611,0.006614318159799737,2.877716916666667,3.274294,0.39657708333333286,0.13780962298150512,49.133410833333336,49.279118,0.14570716666666073,-0.002956773022330883,96.19674583333334,98.04419,1.8474441666666621,0.5438798616666667,0.44952396,-0.09435590166666669,0.2099018296303199,0.035844235187078924,257052.0,243588.0,202605
Tumbes,Tumbes,Tumbes,MOVISTAR,202511,34,7,11.193017166666666,12.311760833333333,1.118743666666667,0.09995014302294991,2.797421,2.55185015,-0.24557085,-0.08778473100759598,63.0033635,62.09221466666667,-0.9111488333333284,0.014674123611546186,96.95729333333334,95.8815065,-1.0757868333333391,0.4032214766666667,0.38022487666666666,-0.022996600000000034,0.06048157659121434,0.03189127704048782,39723.833333333336,36444.666666666664,202605
Arequipa,Arequipa,Socabaya,MOVISTAR,202410,21,20,11.173927583333333,10.033349666666666,-1.1405779166666665,-0.10207493364892717,3.159668033333334,2.7168801000000005,-0.44278793333333333,-0.1401374855402795,79.85934,63.287896999999994,-16.57144300000001,0.26184221289577714,96.25646833333333,97.6973675,1.440899166666668,1.0054090666666669,0.699429,-0.3059800666666669,0.4374712324863095,0.027644867307646967,30803.5,35759.333333333336,202605
Lima,Lima,San Isidro,MOVISTAR,202605,40,1,13.654634916666666,13.492925,-0.16170991666666623,-0.01184285904775717,3.2413043333333333,3.5706062,0.3293018666666665,0.10159547910393685,48.40467866666666,47.934906,-0.46977266666666395,0.009800220880096466,94.06612,96.75753,2.6914100000000047,0.5127947133333334,0.4583951,-0.054399613333333374,0.11867407250499262,0.022923052091761414,113133.83333333333,99011.0,202605
Lima,Lima,San Juan De Lurigancho,MOVISTAR,202512,35,6,12.709999083333331,12.896325333333337,0.1863262500000058,0.014659816163506756,3.3254927666666667,3.1915555166666665,-0.13393725000000023,-0.04027591078908077,48.95463216666667,47.087181833333325,-1.8674503333333448,0.03965942026310354,94.71556083333331,97.06006366666666,2.344502833333351,0.59570462,0.5033009716666667,-0.09240364833333337,0.1835952114841768,0.02243390973702534,373115.5,310179.0,202605
Ica,Chincha,Chincha Baja,MOVISTAR,202406,17,24,10.00908875,10.992088333333333,0.9829995833333331,0.09821069708601926,3.64915555,3.4261737166666664,-0.22298183333333377,-0.0611050502720647,78.14256833333333,87.75346250000001,9.610894166666682,-0.10952153787284102,88.86446083333334,92.6710115,3.8065506666666664,1.0236023516666666,0.8099837833333333,-0.21361856833333326,0.2637319076367515,0.02163455820722532,11855.666666666666,18475.5,202605
Lima,Lima,San Miguel,MOVISTAR,202605,40,1,13.666250833333335,14.338932,0.6726811666666652,0.049222070842277255,3.2376704166666666,3.2115996,-0.026070816666666552,-0.008052338042952356,47.847182000000004,47.29622,-0.5509620000000055,0.01164917619209338,95.50189083333333,94.6792,-0.8226908333333398,0.39870732499999995,0.38751182,-0.011195504999999939,0.028890744545546854,0.021603772655768728,102751.66666666667,98096.0,202605
Lima,Lima,Santa Anita,MOVISTAR,202604,39,2,12.313049333333332,12.5807175,0.2676681666666685,0.02173857664502732,3.4152982,3.4798143,0.06451610000000008,0.018890327058410428,48.260831499999995,48.775345,0.5145135000000067,-0.010548638866624271,95.19961,98.52171,3.322099999999992,0.5415910016666667,0.47577777,-0.06581323166666675,0.13832767274239566,0.020791353637236193,97211.33333333333,77911.5,202605
Lima,Lima,Carabayllo,MOVISTAR,202512,35,6,13.384182166666667,13.852829333333332,0.46864716666666517,0.03501500209955544,3.7579709999999995,3.3316181833333336,-0.4263528166666659,-0.113452928898777,48.05526366666666,45.0816915,-2.9735721666666635,0.06595964054868397,96.87598583333333,98.86632666666667,1.9903408333333346,0.4890367850000001,0.47473708833333333,-0.01429969666666675,0.03012129664625296,0.01796954772448927,153186.5,141854.16666666666,202605
Lambayeque,Chiclayo,La Victoria,MOVISTAR,202412,23,18,10.459262833333334,9.692678666666666,-0.766584166666668,-0.07329237049322335,3.051994166666667,2.6722156,-0.3797785666666669,-0.12443620332389238,71.95770666666667,58.939156833333335,-13.018549833333331,0.2208811685268397,96.5446985,97.212015,0.6673164999999983,0.48018911833333333,0.41376725833333333,-0.06642186,0.16052952151784372,0.01626536426172891,44438.0,42782.666666666664,202605
Lima,Lima,Lima,MOVISTAR,202605,40,1,12.819489333333335,12.85971,0.040220666666664684,0.0031374624699036513,3.1996869666666665,3.0504324,-0.14925456666666648,-0.04664661519128388,51.05605350000001,50.08182,-0.9742335000000111,0.01945283737691672,96.08362249999999,97.74877,1.6651475000000033,0.7516687916666666,0.5836643,-0.16800449166666653,0.28784438531989465,0.016011142569492796,289760.3333333333,270539.0,202605
Lima,Cañete,Asia,MOVISTAR,202512,35,6,12.396761916666668,12.945453083333334,0.5486911666666661,0.04426084572367128,2.800889983333333,2.7333438,-0.06754618333333307,-0.02411597161447465,43.29803783333333,42.740746666666666,-0.5572911666666656,0.013038872975546179,91.6663515,95.98339416666666,4.3170426666666515,0.3155768216666667,0.3800069183333333,0.0644300966666666,-0.16954979911747292,0.01534473483531019,25576.5,22620.0,202605
Ica,Chincha,Pueblo Nuevo,MOVISTAR,202406,17,24,10.356843666666668,10.706406999999999,0.34956333333333056,0.0337519175324037,3.3656810000000004,3.6328552166666666,0.2671742166666662,0.07938191904303049,75.47131766666666,84.54475749999999,9.073439833333325,-0.10732114091560707,95.66406899999998,97.00724266666667,1.3431736666666865,0.53864829,0.432815565,-0.10583272500000002,0.2445215319370504,0.012818606737366836,54922.833333333336,43425.333333333336,202605
Ancash,Yungay,Yungay,MOVISTAR,202605,40,1,9.570168416666666,10.102738,0.5325695833333342,0.055648924882643946,3.494061866666667,2.8499455,-0.6441163666666672,-0.18434601081667557,68.80910166666666,64.751396,-4.0577056666666635,0.06266591791575671,90.35143249999999,95.17424,4.82280750000001,1.3940217833333335,1.5573586,0.16333681666666644,-0.10488067209868457,0.012264325454561208,8299.5,8848.0,202605
Ica,Chincha,Sunampe,MOVISTAR,202405,16,25,11.976406666666668,12.109427666666667,0.1330209999999994,0.011106920773676698,3.6512733,3.7206608333333335,0.06938753333333336,0.01900365369344814,72.27534100000001,83.06518799999999,10.78984699999998,-0.12989613651389054,95.82054333333332,97.65925016666667,1.8387068333333474,0.5491254133333334,0.34092944499999994,-0.20819596833333348,0.6106717134195714,0.008110928155993857,47746.0,40675.166666666664,202605
Ica,Chincha,El Carmen,MOVISTAR,202406,17,24,11.546361166666665,13.168057750000001,1.6216965833333354,0.1404508797122188,2.575787116666667,2.0534870166666668,-0.5223001000000003,-0.20277300737333848,75.20956249999999,87.477661,12.268098500000008,-0.14024264434779532,90.31981750000001,85.44532499999998,-4.874492500000031,0.6022219766666667,0.45825439166666665,-0.143967585,0.3141652052179824,-0.0008997387971629994,15230.333333333334,11170.5,202605
Puno,Chucuito,Desaguadero,MOVISTAR,202601,36,5,9.1093678,11.298338800000002,2.188971000000002,0.2402988931899317,1.0306506666666666,0.0,-1.0306506666666666,-1.0,70.81296333333334,65.31679059999999,-5.496172733333353,0.08414639915472755,91.29571933333334,94.77432200000001,3.4786026666666743,0.9023772733333332,0.663949246,-0.23842802733333313,0.35910580329709885,-0.00967064877049047,8085.333333333333,2810.0,202605
La Libertad,Otuzco,Salpo,MOVISTAR,202605,40,1,8.964105833333333,13.04225,4.078144166666666,0.4549415460381947,1.9667339000000001,0.0,-1.9667339000000001,-1.0,48.1266745,55.146866,7.020191500000003,-0.12729991764173876,58.388444,44.867638,-13.520806,1.2521258733333334,1.5086207,0.2564948266666667,-0.1700194267960573,-0.028630541334959646,2787.0,512.0,202605
Lima,Lima,Lince,MOVISTAR,202604,39,2,14.8882805,13.818265,-1.0700155000000002,-0.07186964941989105,3.475436866666666,3.15783855,-0.31759831666666605,-0.09138371055241712,48.974009333333335,48.517680999999996,-0.4563283333333388,0.009405402812499242,96.24519083333333,96.81119,0.5659991666666713,0.471474055,0.451003665,-0.020470390000000005,0.045388522507904705,-0.03698564077229893,62629.833333333336,46483.5,202605
Lima,Huaura,Sayan,MOVISTAR,202602,37,4,8.830200883333333,6.116048575,-2.7141523083333334,-0.30737152463384976,1.2590181166666667,0.655542,-0.6034761166666668,-0.47932282202928855,56.16087083333334,55.18222875,-0.9786420833333409,0.01773473282072424,68.120245,71.9920975,3.871852500000003,0.56443545,0.30078258249999995,-0.2636528675,0.8765562995988974,-0.14077775622280725,6174.333333333333,5641.75,202605
